filename,class_label,anomaly_label,score
normal-A-T-10-Down-10-A1-0.png,0,0,25865.662109375
normal-A-T-10-Down-10-A1-19.png,0,0,45676.83203125
normal-A-T-10-Down-10-A1-3.png,0,0,18102.015625
normal-A-T-10-Down-11-A1-11.png,0,0,18339.80078125
normal-A-T-10-Down-11-A1-18.png,0,0,27797.75390625
normal-A-T-10-Down-12-A1-1.png,0,0,21977.6328125
normal-A-T-10-Down-12-A1-11.png,0,0,17108.4921875
normal-A-T-10-Down-12-A1-13.png,0,0,16422.73046875
normal-A-T-10-Down-12-A1-4.png,0,0,16342.4091796875
normal-A-T-10-Down-12-A1-8.png,0,0,17980.435546875
normal-A-T-10-Down-13-A1-19.png,0,0,42025.87109375
normal-A-T-10-Down-13-A1-3.png,0,0,15023.1484375
normal-A-T-10-Down-14-A1-10.png,0,0,17094.525390625
normal-A-T-10-Down-14-A1-11.png,0,0,17040.185546875
normal-A-T-10-Down-14-A1-2.png,0,0,20958.78515625
normal-A-T-10-Down-14-A1-21.png,0,0,34341.421875
normal-A-T-10-Down-14-A1-7.png,0,0,17744.841796875
normal-A-T-10-Down-14-A1-9.png,0,0,19994.904296875
normal-A-T-10-Down-15-A1-12.png,0,0,22178.75390625
normal-A-T-10-Down-15-A1-15.png,0,0,19575.9375
normal-A-T-10-Down-15-A1-20.png,0,0,35015.40625
normal-A-T-10-Down-15-A1-22.png,0,0,32838.0859375
normal-A-T-10-Down-15-A1-4.png,0,0,16201.86328125
normal-A-T-10-Down-15-A1-8.png,0,0,19057.69921875
normal-A-T-10-Down-16-A1-11.png,0,0,19634.330078125
normal-A-T-10-Down-17-A1-20.png,0,0,34198.69140625
normal-A-T-10-Down-17-A1-8.png,0,0,20265.68359375
normal-A-T-10-Down-18-A1-12.png,0,0,21491.642578125
normal-A-T-10-Down-18-A1-16.png,0,0,23720.3046875
normal-A-T-10-Down-19-A1-10.png,0,0,17190.845703125
normal-A-T-10-Down-19-A1-14.png,0,0,18260.994140625
normal-A-T-10-Down-19-A1-15.png,0,0,21036.4453125
normal-A-T-10-Down-2-A1-17.png,0,0,19100.240234375
normal-A-T-10-Down-2-A1-21.png,0,0,33754.53515625
normal-A-T-10-Down-20-A1-1.png,0,0,16953.30859375
normal-A-T-10-Down-20-A1-20.png,0,0,40441.0
normal-A-T-10-Down-20-A1-6.png,0,0,19117.634765625
normal-A-T-10-Down-21-A1-10.png,0,0,17292.3203125
normal-A-T-10-Down-21-A1-14.png,0,0,18040.0234375
normal-A-T-10-Down-21-A1-15.png,0,0,23829.869140625
normal-A-T-10-Down-21-A1-8.png,0,0,17941.35546875
normal-A-T-10-Down-22-A1-14.png,0,0,19181.265625
normal-A-T-10-Down-22-A1-17.png,0,0,26361.75
normal-A-T-10-Down-23-A1-0.png,0,0,21339.31640625
normal-A-T-10-Down-23-A1-1.png,0,0,21908.2421875
normal-A-T-10-Down-23-A1-4.png,0,0,17611.59375
normal-A-T-10-Down-23-A1-5.png,0,0,28210.1875
normal-A-T-10-Down-24-A1-1.png,0,0,22114.1328125
normal-A-T-10-Down-24-A1-12.png,0,0,27663.02734375
normal-A-T-10-Down-24-A1-16.png,0,0,27517.111328125
normal-A-T-10-Down-24-A1-6.png,0,0,24569.296875
normal-A-T-10-Down-3-A1-11.png,0,0,21252.35546875
normal-A-T-10-Down-3-A1-12.png,0,0,28695.89453125
normal-A-T-10-Down-3-A1-19.png,0,0,45845.65625
normal-A-T-10-Down-3-A1-5.png,0,0,27459.84765625
normal-A-T-10-Down-3-A1-9.png,0,0,28437.091796875
normal-A-T-10-Down-4-A1-10.png,0,0,17674.2109375
normal-A-T-10-Down-4-A1-18.png,0,0,27085.359375
normal-A-T-10-Down-4-A1-19.png,0,0,45387.33203125
normal-A-T-10-Down-4-A1-5.png,0,0,26540.388671875
normal-A-T-10-Down-5-A1-10.png,0,0,16161.7861328125
normal-A-T-10-Down-5-A1-12.png,0,0,21604.373046875
normal-A-T-10-Down-5-A1-17.png,0,0,17405.564453125
normal-A-T-10-Down-5-A1-6.png,0,0,18706.4921875
normal-A-T-10-Down-54-A1-10.png,0,0,19548.083984375
normal-A-T-10-Down-54-A1-12.png,0,0,28526.458984375
normal-A-T-10-Down-54-A1-13.png,0,0,22047.15234375
normal-A-T-10-Down-54-A1-17.png,0,0,20227.427734375
normal-A-T-10-Down-55-A1-0.png,0,0,28228.99609375
normal-A-T-10-Down-55-A1-14.png,0,0,18184.744140625
normal-A-T-10-Down-55-A1-16.png,0,0,24536.005859375
normal-A-T-10-Down-56-A1-0.png,0,0,28146.85546875
normal-A-T-10-Down-56-A1-2.png,0,0,34138.6640625
normal-A-T-10-Down-56-A1-20.png,0,0,35147.9375
normal-A-T-10-Down-56-A1-4.png,0,0,23611.63671875
normal-A-T-10-Down-57-A1-12.png,0,0,22219.36328125
normal-A-T-10-Down-58-A1-13.png,0,0,19646.4609375
normal-A-T-10-Down-58-A1-6.png,0,0,20446.416015625
normal-A-T-10-Down-58-A1-7.png,0,0,18516.3359375
normal-A-T-10-Down-59-A1-1.png,0,0,26057.103515625
normal-A-T-10-Down-59-A1-11.png,0,0,20509.83984375
normal-A-T-10-Down-59-A1-14.png,0,0,18864.72265625
normal-A-T-10-Down-6-A1-1.png,0,0,27091.73828125
normal-A-T-10-Down-6-A1-11.png,0,0,17681.89453125
normal-A-T-10-Down-60-A1-10.png,0,0,19084.30078125
normal-A-T-10-Down-61-A1-0.png,0,0,25688.853515625
normal-A-T-10-Down-61-A1-14.png,0,0,19751.59375
normal-A-T-10-Down-61-A1-19.png,0,0,43836.1328125
normal-A-T-10-Down-62-A1-11.png,0,0,19854.6640625
normal-A-T-10-Down-62-A1-13.png,0,0,20550.109375
normal-A-T-10-Down-62-A1-20.png,0,0,31847.7109375
normal-A-T-10-Down-62-A1-7.png,0,0,18657.0390625
normal-A-T-10-Down-62-A1-9.png,0,0,22985.19140625
normal-A-T-10-Down-63-A1-15.png,0,0,20636.66015625
normal-A-T-10-Down-64-A1-15.png,0,0,20530.21875
normal-A-T-10-Down-64-A1-17.png,0,0,21568.39453125
normal-A-T-10-Down-64-A1-18.png,0,0,26430.048828125
normal-A-T-10-Down-65-A1-16.png,0,0,19311.1484375
normal-A-T-10-Down-65-A1-20.png,0,0,39585.78515625
normal-A-T-10-Down-65-A1-22.png,0,0,32648.603515625
normal-A-T-10-Down-65-A1-7.png,0,0,16268.5517578125
normal-A-T-10-Down-66-A1-0.png,0,0,23043.228515625
normal-A-T-10-Down-66-A1-15.png,0,0,21148.830078125
normal-A-T-10-Down-66-A1-8.png,0,0,20138.595703125
normal-A-T-10-Down-68-A1-13.png,0,0,21017.97265625
normal-A-T-10-Down-68-A1-21.png,0,0,35412.515625
normal-A-T-10-Down-69-A1-15.png,0,0,23775.326171875
normal-A-T-10-Down-7-A1-0.png,0,0,25640.337890625
normal-A-T-10-Down-7-A1-13.png,0,0,18574.95703125
normal-A-T-10-Down-7-A1-8.png,0,0,19033.2265625
normal-A-T-10-Down-70-A1-1.png,0,0,21401.904296875
normal-A-T-10-Down-70-A1-11.png,0,0,20876.3125
normal-A-T-10-Down-70-A1-5.png,0,0,23644.486328125
normal-A-T-10-Down-71-A1-10.png,0,0,20270.12109375
normal-A-T-10-Down-71-A1-4.png,0,0,18757.015625
normal-A-T-10-Down-72-A1-10.png,0,0,19498.82421875
normal-A-T-10-Down-72-A1-3.png,0,0,20944.767578125
normal-A-T-10-Down-72-A1-5.png,0,0,23984.22265625
normal-A-T-10-Down-73-A1-10.png,0,0,18033.6484375
normal-A-T-10-Down-73-A1-14.png,0,0,19864.177734375
normal-A-T-10-Down-73-A1-16.png,0,0,28913.25
normal-A-T-10-Down-73-A1-17.png,0,0,26550.638671875
normal-A-T-10-Down-73-A1-7.png,0,0,17373.1484375
normal-A-T-10-Down-73-A1-8.png,0,0,19760.12890625
normal-A-T-10-Down-74-A1-16.png,0,0,29863.44140625
normal-A-T-10-Down-74-A1-17.png,0,0,25959.634765625
normal-A-T-10-Down-74-A1-20.png,0,0,35807.421875
normal-A-T-10-Down-75-A1-1.png,0,0,20888.4140625
normal-A-T-10-Down-75-A1-11.png,0,0,20333.091796875
normal-A-T-10-Down-75-A1-14.png,0,0,21156.5703125
normal-A-T-10-Down-75-A1-16.png,0,0,30002.462890625
normal-A-T-10-Down-75-A1-4.png,0,0,17241.166015625
normal-A-T-10-Down-75-A1-5.png,0,0,26212.298828125
normal-A-T-10-Down-76-A1-13.png,0,0,22732.775390625
normal-A-T-10-Down-76-A1-21.png,0,0,33150.15234375
normal-A-T-10-Down-76-A1-4.png,0,0,18414.037109375
normal-A-T-10-Down-76-A1-9.png,0,0,25903.12890625
normal-A-T-10-Down-8-A1-11.png,0,0,18271.09375
normal-A-T-10-Down-8-A1-14.png,0,0,16837.443359375
normal-A-T-10-Down-8-A1-15.png,0,0,21082.658203125
normal-A-T-10-Down-8-A1-22.png,0,0,32585.07421875
normal-A-T-10-Down-8-A1-8.png,0,0,19455.451171875
normal-A-T-10-Down-9-A1-0.png,0,0,24785.39453125
normal-A-T-10-Down-9-A1-2.png,0,0,26995.01953125
normal-A-T-10-Down-9-A1-21.png,0,0,35844.9921875
normal-A-T-10-Down-9-A1-3.png,0,0,20169.12890625
normal-A-T-10-Down-9-A1-4.png,0,0,17490.58984375
normal-A-T-10-Down-9-A1-7.png,0,0,18433.62109375
normal-A-T-10-Up-10-A1-13.png,0,0,20187.552734375
normal-A-T-10-Up-10-A1-3.png,0,0,20171.68359375
normal-A-T-10-Up-10-A1-7.png,0,0,18545.607421875
normal-A-T-10-Up-11-A1-16.png,0,0,22995.865234375
normal-A-T-10-Up-11-A1-3.png,0,0,19755.0234375
normal-A-T-10-Up-11-A1-4.png,0,0,17382.0859375
normal-A-T-10-Up-11-A1-5.png,0,0,20709.796875
normal-A-T-10-Up-11-A1-6.png,0,0,21109.18359375
normal-A-T-10-Up-11-A1-9.png,0,0,21634.330078125
normal-A-T-10-Up-12-A1-10.png,0,0,19321.4453125
normal-A-T-10-Up-12-A1-15.png,0,0,22393.275390625
normal-A-T-10-Up-12-A1-17.png,0,0,22397.484375
normal-A-T-10-Up-12-A1-9.png,0,0,21744.244140625
normal-A-T-10-Up-13-A1-12.png,0,0,22050.416015625
normal-A-T-10-Up-13-A1-17.png,0,0,20952.9375
normal-A-T-10-Up-13-A1-20.png,0,0,45862.71484375
normal-A-T-10-Up-13-A1-21.png,0,0,36844.390625
normal-A-T-10-Up-14-A1-12.png,0,0,23084.1171875
normal-A-T-10-Up-14-A1-13.png,0,0,19604.36328125
normal-A-T-10-Up-14-A1-16.png,0,0,21918.009765625
normal-A-T-10-Up-14-A1-7.png,0,0,19234.29296875
normal-A-T-10-Up-14-A1-8.png,0,0,20749.28515625
normal-A-T-10-Up-15-A1-2.png,0,0,25821.97265625
normal-A-T-10-Up-15-A1-21.png,0,0,36413.359375
normal-A-T-10-Up-15-A1-9.png,0,0,22292.923828125
normal-A-T-10-Up-16-A1-12.png,0,0,27030.990234375
normal-A-T-10-Up-16-A1-14.png,0,0,18406.298828125
normal-A-T-10-Up-16-A1-17.png,0,0,19719.41015625
normal-A-T-10-Up-16-A1-3.png,0,0,21769.08984375
normal-A-T-10-Up-18-A1-14.png,0,0,17726.17578125
normal-A-T-10-Up-18-A1-19.png,0,0,44006.8984375
normal-A-T-10-Up-19-A1-11.png,0,0,18690.705078125
normal-A-T-10-Up-19-A1-15.png,0,0,24617.0
normal-A-T-10-Up-2-A1-14.png,0,0,21881.81640625
normal-A-T-10-Up-2-A1-15.png,0,0,31700.734375
normal-A-T-10-Up-2-A1-17.png,0,0,27427.67578125
normal-A-T-10-Up-2-A1-2.png,0,0,31901.75
normal-A-T-10-Up-2-A1-9.png,0,0,28742.626953125
normal-A-T-10-Up-20-A1-10.png,0,0,18785.75
normal-A-T-10-Up-20-A1-12.png,0,0,26048.41015625
normal-A-T-10-Up-20-A1-17.png,0,0,19546.951171875
normal-A-T-10-Up-20-A1-22.png,0,0,32775.7890625
normal-A-T-10-Up-20-A1-4.png,0,0,18931.197265625
normal-A-T-10-Up-20-A1-7.png,0,0,19381.916015625
normal-A-T-10-Up-20-A1-9.png,0,0,26341.412109375
normal-A-T-10-Up-21-A1-12.png,0,0,24755.720703125
normal-A-T-10-Up-21-A1-13.png,0,0,20313.1015625
normal-A-T-10-Up-21-A1-16.png,0,0,23508.998046875
normal-A-T-10-Up-21-A1-21.png,0,0,35155.0703125
normal-A-T-10-Up-21-A1-5.png,0,0,23428.767578125
normal-A-T-10-Up-22-A1-1.png,0,0,28941.134765625
normal-A-T-10-Up-22-A1-16.png,0,0,26744.41015625
normal-A-T-10-Up-23-A1-16.png,0,0,26846.302734375
normal-A-T-10-Up-23-A1-17.png,0,0,19538.484375
normal-A-T-10-Up-23-A1-18.png,0,0,27009.81640625
normal-A-T-10-Up-23-A1-22.png,0,0,31593.8828125
normal-A-T-10-Up-23-A1-3.png,0,0,28474.78125
normal-A-T-10-Up-24-A1-16.png,0,0,28751.822265625
normal-A-T-10-Up-24-A1-8.png,0,0,26217.177734375
normal-A-T-10-Up-3-A1-1.png,0,0,23694.08203125
normal-A-T-10-Up-3-A1-15.png,0,0,32084.5546875
normal-A-T-10-Up-3-A1-18.png,0,0,33911.28515625
normal-A-T-10-Up-3-A1-3.png,0,0,25739.564453125
